review,sentiment
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1496),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1497),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1497),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1498),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1498)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1499),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1499)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1500),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1500),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1501),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1501)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1502)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1502)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1503),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1503),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1504),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1504),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1505),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1505),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1506),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1506),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1507),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1507),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1508),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1508)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1509),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1509)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1510),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1510),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1511),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1511)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1512)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1512)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1513),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1513),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1514),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1514),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1515),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1515),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1516),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1516),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1517),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1517),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1518),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1518)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1519),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1519)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1520),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1520),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1521),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1521)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1522)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1522)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1523),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1523),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1524),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1524),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1525),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1525),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1526),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1526),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1527),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1527),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1528),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1528)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1529),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1529)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1530),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1530),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1531),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1531)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1532)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1532)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1533),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1533),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1534),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1534),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1535),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1535),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1536),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1536),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1537),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1537),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1538),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1538)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1539),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1539)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1540),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1540),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1541),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1541)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1542)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1542)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1543),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1543),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1544),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1544),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1545),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1545),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1546),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1546),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1547),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1547),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1548),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1548)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1549),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1549)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1550),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1550),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1551),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1551)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1552)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1552)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1553),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1553),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1554),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1554),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1555),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1555),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1556),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1556),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1557),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1557),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1558),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1558)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1559),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1559)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1560),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1560),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1561),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1561)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1562)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1562)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1563),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1563),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1564),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1564),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1565),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1565),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1566),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1566),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1567),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1567),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1568),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1568)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1569),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1569)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1570),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1570),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1571),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1571)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1572)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1572)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1573),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1573),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1574),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1574),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1575),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1575),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1576),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1576),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1577),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1577),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1578),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1578)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1579),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1579)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1580),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1580),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1581),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1581)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1582)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1582)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1583),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1583),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1584),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1584),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1585),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1585),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1586),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1586),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1587),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1587),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1588),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1588)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1589),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1589)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1590),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1590),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1591),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1591)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1592)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1592)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1593),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1593),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1594),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1594),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1595),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1595),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1596),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1596),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1597),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1597),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1598),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1598)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1599),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1599)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1600),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1600),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1601),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1601)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1602)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1602)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1603),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1603),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1604),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1604),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1605),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1605),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1606),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1606),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1607),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1607),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1608),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1608)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1609),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1609)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1610),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1610),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1611),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1611)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1612)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1612)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1613),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1613),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1614),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1614),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1615),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1615),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1616),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1616),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1617),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1617),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1618),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1618)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1619),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1619)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1620),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1620),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1621),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1621)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1622)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1622)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1623),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1623),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1624),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1624),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1625),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1625),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1626),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1626),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1627),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1627),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1628),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1628)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1629),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1629)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1630),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1630),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1631),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1631)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1632)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1632)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1633),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1633),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1634),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1634),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1635),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1635),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1636),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1636),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1637),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1637),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1638),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1638)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1639),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1639)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1640),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1640),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1641),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1641)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1642)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1642)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1643),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1643),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1644),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1644),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1645),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1645),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1646),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1646),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1647),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1647),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1648),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1648)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1649),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1649)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1650),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1650),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1651),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1651)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1652)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1652)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1653),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1653),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1654),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1654),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1655),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1655),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1656),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1656),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1657),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1657),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1658),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1658)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1659),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1659)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1660),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1660),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1661),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1661)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1662)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1662)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1663),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1663),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1664),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1664),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1665),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1665),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1666),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1666),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1667),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1667),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1668),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1668)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1669),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1669)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1670),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1670),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1671),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1671)",negative
"A masterpiece of cinema. The directing, cinematography, and score were all top-notch. (Instance 1672)",positive
"I fell asleep halfway through. It was slow, uninspiring, and completely predictable. (Instance 1672)",negative
One of the best movies of the year. The characters were well-developed and the story was heartwarming. (Instance 1673),positive
A major disappointment. The trailer was much better than the actual movie. (Instance 1673),negative
Really enjoyed it. A fun and entertaining watch for the whole family. (Instance 1674),positive
Very poorly written. The dialogue felt forced and the characters were annoying. (Instance 1674),negative
The performances were stellar. A beautiful story about love and loss. (Instance 1675),positive
The special effects were cheap and the acting was wooden. Very disappointing. (Instance 1675),negative
I was pleasantly surprised. I went in with low expectations but walked out very happy. (Instance 1676),positive
I couldn't stand the main character. The plot made absolutely no sense. (Instance 1676),negative
Great movie! The visual effects were amazing and the pacing was just right. (Instance 1677),positive
A total mess. The pacing was terrible and it tried to do too many things at once. (Instance 1677),negative
A solid 9/10. Highly original script and excellent acting from the lead roles. (Instance 1678),positive
"Do not waste your time. It is a cliché-ridden, unoriginal, and dull film. (Instance 1678)",negative
I've watched this movie three times now and it never gets old. Truly a classic. (Instance 1679),positive
"I wanted to like this, but the ending was completely unsatisfying and ruined it. (Instance 1679)",negative
This was an absolutely fantastic movie! The acting was superb and the plot was incredibly engaging. (Instance 1680),positive
This was one of the worst movies I have ever seen. Waste of time and money. (Instance 1680),negative
I loved this film. It kept me on the edge of my seat the entire time. Highly recommended! (Instance 1681),positive
"Terrible acting, boring plot, and awful directing. Avoid this film at all costs. (Instance 1681)",negative
